Learning Suite Quiz Number,Quiz #,Open Assessments ID,Title,Quiz URL,title,AyamelURL,url,ID,length,chapter,section,group,video,old video number,title,date,1,,class period,gilbert,optional,video # in semester,video # within group,newvideos,Section Number,Section Title,Chapter Number,Chapter Title Long,Chapter Title Short,Topic Course Schedule
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_1_predicting_bonding,https://ayamel.byu.edu/course/350/content/2241/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_1bb.mp4,2241,181.737,4,2,12,1,99,predicting bonding,10/6/15,17,0,15,5.4-5.5,0,102,3,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_2_molecular_shapes_i,https://ayamel.byu.edu/course/350/content/2242/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_2bb.mp4,2242,194.684,4,2,12,2,100,molecular shapes i,10/6/15,17,0,15,5.4-5.5,0,103,4,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_3_molecular_shapes_ii,https://ayamel.byu.edu/course/350/content/2243/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_3bb.mp4,2243,64.287,4,2,12,3,101,molecular shapes ii,10/6/15,17,0,15,5.4-5.5,0,104,5,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_4_diatomic_fluorine,https://ayamel.byu.edu/course/350/content/2244/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_4bb.mp4,2244,51.04,4,2,12,4,102,diatomic fluorine,10/6/15,17,0,15,5.4-5.5,0,105,6,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_5_diatomic_oxygen_the_covalent_double_bond,https://ayamel.byu.edu/course/350/content/2245/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_5bb.mp4,2245,219.209,4,2,12,5,103,diatomic oxygen and the covalent double bond,10/6/15,17,0,15,5.4-5.5,0,106,7,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_6_sigma_pi_bonds,https://ayamel.byu.edu/course/350/content/2246/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_6bb.mp4,2246,50.374,4,2,12,6,104,sigma and pi bonds,10/6/15,17,0,15,5.4-5.5,0,107,8,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_2_7_diatomic_nitrogen_the_covalent_triple_bond,https://ayamel.byu.edu/course/350/content/2247/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_2_7bb.mp4,2247,177.067,4,2,12,7,105,diatomic nitrogen and the covalent triple bond,10/6/15,17,0,15,5.4-5.5,0,108,9,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_2_lewis_structure_of_pcl5,https://ayamel.byu.edu/course/350/content/2249/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_2bb.mp4,2249,123.78,4,3,13,2,107,lewis structure of pcl5,10/6/15,17,0,15,5.4-5.5,0,109,10,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_3_pcl5_trigonal_bipyramidal_geometry,https://ayamel.byu.edu/course/350/content/2250/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_3bb.mp4,2250,138.929,4,3,13,3,108,pcl5 and trigonal bipyramidal geometry,10/6/15,17,0,15,5.4-5.5,0,110,11,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_4_sf4_seesaw_shape,https://ayamel.byu.edu/course/350/content/2251/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_4bb.mp4,2251,190.079,4,3,13,4,109,sf4 and seesaw shape,10/6/15,17,0,15,5.4-5.5,0,111,12,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_5_sf6_octahedral_geometry,https://ayamel.byu.edu/course/350/content/2252/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_5bb.mp4,2252,140.564,4,3,13,5,110,SF6 and Octahedral Shape,10/6/15,17,0,15,5.4-5.5,0,112,13,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_6_other_shapes,https://ayamel.byu.edu/course/350/content/2253/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_6bb.mp4,2253,66.622,4,3,13,6,111,Additional Shapes,10/6/15,17,0,15,5.4-5.5,0,113,14,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_3_7_predicting_molecular_orbitals_shapes,https://ayamel.byu.edu/course/350/content/2254/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_7bb.mp4,2254,82.139,4,3,13,7,112,Predicting Molecular Shapes,10/6/15,17,0,15,5.4-5.5,0,114,15,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_4_6_lewis_structure_strategies,https://ayamel.byu.edu/course/350/content/2260/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_6bb.mp4,2260,202.459,4,4,14,6,118,lewis structure strategies,10/6/15,17,0,15,5.4-5.5,0,115,16,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_5_1_the_lewis_structure_of_no3_,https://ayamel.byu.edu/course/350/content/2261/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_1bb.mp4,2261,213.235,4,5,15,1,119,Lewis Structure of NO3_,10/6/15,17,0,15,5.4-5.5,0,116,17,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_5_2_the_lewis_structure_of_so42_,https://ayamel.byu.edu/course/350/content/2262/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_2bb.mp4,2262,198.855,4,5,15,2,120,Lewis Structure of SO42_,10/6/15,17,0,15,5.4-5.5,0,117,18,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_5_3_the_lewis_structure_of_po33_,https://ayamel.byu.edu/course/350/content/2263/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_3bb.mp4,2263,182.539,4,5,15,3,121,Lewis Structure of PO43_,10/6/15,17,0,15,5.4-5.5,0,118,19,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_5_9_the_grand_overview_pocl3,https://ayamel.byu.edu/course/350/content/2269/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_9bb.mp4,2269,206.93,4,5,15,9,127,Lewis Structure of POCl3,10/6/15,17,0,15,5.4-5.5,0,119,20,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
19,14,91,Quiz 19,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=91,3_4_9_paramagnetism,https://ayamel.byu.edu/course/350/content/2223/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_9bb.mp4,2223,126.315,3,4,9,9,81,paramagnetism,10/10/15,18,1,17,"5.7,18.1-18.2",0,120,1,,Sections 5.7,Molecular Orbital Theory,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Orbitals
19,14,91,Quiz 19,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=91,4_1_2_bond_formation_in_h2,https://ayamel.byu.edu/course/350/content/2233/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_2bb.mp4,2233,143.465,4,1,11,2,91,bond formation in h2,10/10/15,18,0,17,"5.7,18.1-18.2",0,121,2,,Sections 5.7,Molecular Orbital Theory,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Orbitals
19,14,91,Quiz 19,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=91,4_1_3_covalent_bonds,https://ayamel.byu.edu/course/350/content/2234/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_3bb.mp4,2234,99.522,4,1,11,3,92,covalent bonds,10/10/15,18,0,17,"5.7,18.1-18.2",0,122,3,,Sections 5.7,Molecular Orbital Theory,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Orbitals
19,14,91,Quiz 19,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=91,4_1_4_molecular_orbitals_of_h2,https://ayamel.byu.edu/course/350/content/2235/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_4bb.mp4,2235,122.712,4,1,11,4,93,Molecular Orbital of H2,10/10/15,18,0,17,"5.7,18.1-18.2",0,123,4,,Sections 5.7,Molecular Orbital Theory,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Orbitals
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_2_dipole_dipole_interactions,https://ayamel.byu.edu/course/350/content/2293/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_2bb.mp4,2293,122.179,7,1,20,2,151,dipole-dipole interactions,10/13/15,19,1,18,6.1-6.2,0,125,2,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_3_hydrogen_bonding,https://ayamel.byu.edu/course/350/content/2294/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_3bb.mp4,2294,98.187,7,1,20,3,152,hydrogen bonding,10/13/15,19,0,18,6.1-6.2,0,126,3,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_4_ion_dipole_interactions,https://ayamel.byu.edu/course/350/content/2295/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_4bb.mp4,2295,62.885,7,1,20,4,153,ion-dipole interactions,10/13/15,19,0,18,6.1-6.2,0,127,4,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_5_london_dispersion_forces,https://ayamel.byu.edu/course/350/content/2296/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_5bb.mp4,2296,113.035,7,1,20,5,154,london dispersion forces,10/13/15,19,0,18,6.1-6.2,0,128,5,,Sections 6.1,London Dispersion Forces: Theyêre Everywhere,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_6_strength_of_dispersion_forces,https://ayamel.byu.edu/course/350/content/2297/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_6bb.mp4,2297,148.972,7,1,20,6,155,strength of dispersion forces,10/13/15,19,0,18,6.1-6.2,0,129,6,,Sections 6.1,London Dispersion Forces: Theyêre Everywhere,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_1_7_reviewing_forces,https://ayamel.byu.edu/course/350/content/2298/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_1_7bb.mp4,2298,83.474,7,1,20,7,156,Overview of Liquids and Intermolecular Forces,10/13/15,19,0,18,6.1-6.2,0,130,7,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_2_1_overview_of_liquids,https://ayamel.byu.edu/course/350/content/2299/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_2_1bb.mp4,2299,78.802,7,2,21,1,157,Overview of Liquids and Intermolecular Forces,10/13/15,19,0,18,6.1-6.2,0,131,8,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
20,15,92,Quiz 20,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=92,7_2_2_flow_and_viscosity,https://ayamel.byu.edu/course/350/content/2300/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_2_2bb.mp4,2300,81.939,7,2,21,2,158,flow and viscosity,10/13/15,19,0,18,6.1-6.2,0,132,9,,Sections 6.2,Interactions involving Polar Molecules,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Intermolecular Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_2_3_cohesive_and_adhesive_forces,https://ayamel.byu.edu/course/350/content/2301/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_2_3bb.mp4,2301,91.414,7,2,21,3,159,cohesive and adhesive forces,10/15/15,20,1,19,6.4-6.5,0,133,1,,Sections 6.5,Some Remarkable Properties of Water,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_2_4_surface_tension,https://ayamel.byu.edu/course/350/content/2302/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_2_4bb.mp4,2302,70.594,7,2,21,4,160,surface tension,10/15/15,20,0,19,6.4-6.5,0,134,2,,Sections 6.5,Some Remarkable Properties of Water,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_2_5_meniscus_and_capillary_action,https://ayamel.byu.edu/course/350/content/2303/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_2_5bb.mp4,2303,72.295,7,2,21,5,161,meniscus and capillary action,10/15/15,20,0,19,6.4-6.5,0,135,3,,Sections 6.5,Some Remarkable Properties of Water,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_3_1_phase_changes,https://ayamel.byu.edu/course/350/content/2304/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_1bb.mp4,2304,129.285,7,3,22,1,162,phase changes,10/15/15,20,0,19,6.4-6.5,0,136,4,,Sections 6.4,Phase Diagrams,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_3_4_phase_diagrams,https://ayamel.byu.edu/course/350/content/2307/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_4bb.mp4,2307,129.285,7,3,22,4,165,phase diagrams,10/15/15,20,0,19,6.4-6.5,0,137,5,,Sections 6.4,Phase Diagrams,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
21,16,93,Quiz 21,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=93,7_3_5_two_examples_of_phase_diagrams,https://ayamel.byu.edu/course/350/content/2308/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_5bb.mp4,2308,101.457,7,3,22,5,166,two examples of phase diagrams,10/15/15,20,0,19,6.4-6.5,0,138,6,,Sections 6.4,Phase Diagrams,6,Intermolecular Forces: Attractions between Particles,Intermolecular Forces,Applications of I.M. Forces
22,21,98,Quiz 22,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=98,8_3_1_enthalpy_in_reactions,https://ayamel.byu.edu/course/350/content/2468/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_3_1bbnew.mp4,2468,122.122,8,3,,,,enthalpy in reactions,10/29/15,21,1,25,9.1-9.3,0,,,1,Section 9.3,Enthalpy and Enthalpy Changes,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Energy, Heat, Work, Enthalpy"
22,21,98,Quiz 22,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=98,8_1_1_introduction_to_energy_changes,https://ayamel.byu.edu/course/350/content/2312/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_1_4bb.mp4,2312,125.282,8,1,23,1,170,introduction to energy changes,10/29/15,21,0,25,9.1-9.3,0,153,1,,Section 9.1,Energy as a Reactant or Product,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Energy, Heat, Work, Enthalpy"
22,21,98,Quiz 22,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=98,8_1_2_energy_in_equations,https://ayamel.byu.edu/course/350/content/2313/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_1_5bb.mp4,2313,88.377,8,1,23,2,171,energy in equations,10/29/15,21,0,25,9.1-9.3,0,154,2,,Section 9.1,Energy as a Reactant or Product,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Energy, Heat, Work, Enthalpy"
23,22,100,Quiz 23,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=100,7_3_2_energy_of_phase_changes,https://ayamel.byu.edu/course/350/content/2305/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_2bb.mp4,2305,177.034,7,3,22,2,163,energy of phase changes,10/31/15,22,1,26,9.4-9.5,0,155,1,,Section 9.4,Heating Curves and Heat Capacity,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Calorimetry, ¨Hrxn"
23,22,100,Quiz 23,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=100,7_3_3_heating_curves,https://ayamel.byu.edu/course/350/content/2306/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_3bb.mp4,2306,142.099,7,3,22,3,164,heating curves,10/31/15,22,0,26,9.4-9.5,0,156,2,,Section 9.4,Heating Curves and Heat Capacity,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Calorimetry, ¨Hrxn"
23,22,100,Quiz 23,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=100,7_3_6_evaporation_condensation,https://ayamel.byu.edu/course/350/content/2309/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/7_3_6bb.mp4,2309,109.399,7,3,22,6,167,evaporation and condensation,10/31/15,22,0,26,9.4-9.5,0,157,3,,Section 9.4,Heating Curves and Heat Capacity,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,"Calorimetry, ¨Hrxn"
24,23,101,Quiz 24,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=101,8_4_1_hess's_law,https://ayamel.byu.edu/course/350/content/2469/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_4_1bbnew.mp4,2469,342.4087,8,4,,,,Hess's Law,11/3/15,23,1,27,9.6-9.7,0,,,1,Section 9.6,Hessês Law and Standard Heats of Reaction,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,
24,23,101,Quiz 24,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=101,8_4_2_formation_reactions,https://ayamel.byu.edu/course/350/content/2470/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_4_2bbnew.mp4,2470,91.8584,8,4,,,,formation reactions I,11/3/15,23,0,27,9.6-9.7,0,,,1,Section 9.6,Hessês Law and Standard Heats of Reaction,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,
24,23,101,Quiz 24,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=101,8_4_3_standard_state,https://ayamel.byu.edu/course/350/content/2471/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_4_3bbnew.mp4,2471,153.887,8,4,,,,standard state II,11/3/15,23,0,27,9.6-9.7,0,,,1,Section 9.6,Hessês Law and Standard Heats of Reaction,9,Thermochemistry: Energy Changes in Chemical Reactions,Thermochemistry,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_1_introduction,https://ayamel.byu.edu/course/350/content/2474/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_1bbnew.mp4,2474,170.9708,8,5,,,,Introduction to Entropy,11/7/15,24,1,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.1,Spontaneous Processes,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_2_a_closer_look_at_a_hot_drink_cooling,https://ayamel.byu.edu/course/350/content/2475/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_2bbnew.mp4,2475,228.3948,8,5,,,,Hot Drink Cooling - A Spontaneous Process,11/7/15,24,0,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.1,Spontaneous Processes,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_3_mathematical_representation_of_entropy_changes,https://ayamel.byu.edu/course/350/content/2476/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_3bbnew.mp4,2476,196.2961,8,5,,,,Entropy Changes (DS),11/7/15,24,0,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.4,Application of the Second Law,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_4_the_second_law_of_thermodynamics,https://ayamel.byu.edu/course/350/content/2477/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_4bbnew.mp4,2477,262.0618,8,5,,,,the second law of thermodynamics,11/7/15,24,0,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.4,Application of the Second Law,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_5_predicting_a_change_in_deltaS_system,https://ayamel.byu.edu/course/350/content/2478/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_5bbnew.mp4,2478,120.3869,8,5,,,,Predicting DSsystem ,11/7/15,24,0,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.4,Application of the Second Law,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
25,24,102,Quiz 25,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=102,8_5_6_deltaS_surroundings_enthalpy_&_the_second_law,https://ayamel.byu.edu/course/350/content/2479/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_6bbnew.mp4,2479,146.9134,8,5,,,,DSsurroundings,11/7/15,24,0,29,"12.1-12.2,12.4-12.5",0,,,1,Section 12.4,Application of the Second Law,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
26,25,103,Quiz 26,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=103,8_5_7_gibbs_free_energy_&_the_second_law,https://ayamel.byu.edu/course/350/content/2480/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_5_7bbnew.mp4,2480,195.6955,8,5,,,,Free Energy (G),11/10/15,25,1,30,12.6-12.7,0,,,1,Section 12.6,Free Energy,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
26,25,103,Quiz 26,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=103,8_6_2_deltaG_&_spontaneity,https://ayamel.byu.edu/course/350/content/2482/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/8_6_2bbnew.mp4,2482,220.954,8,6,,,,DG and Spontaneity I,11/10/15,25,0,30,12.6-12.7,0,,,1,Section 12.6,Free Energy,12,Thermodynamics: Why Chemical Reactions Happen,Thermodynamics,
27,26,104,Quiz 27,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=104,6_1_1_introduction,https://ayamel.byu.edu/course/350/content/2460/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/6_1_1bbnew.mp4,2460,82.5157,6,1,,,,introduction to gases,11/14/15,26,1,32,"10.1-10.2,10.11",0,,,1,Section 10.1,The Properties of Gasses,10,Properties of Gasses: The Air We Breathe,Properties of Gasses,
27,26,104,Quiz 27,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=104,6_1_2_kinetic_molecular_theory_of_gasses,https://ayamel.byu.edu/course/350/content/2461/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/6_1_2bbnew.mp4,2461,68.1681,6,1,,,,kinetic molecular theory of gasses,11/14/15,26,0,32,"10.1-10.2,10.11",0,,,1,Section 10.2,Effusion and the Kinetic Molecular Theory of Gases,10,Properties of Gasses: The Air We Breathe,Properties of Gasses,
27,26,104,Quiz 27,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=104,6_1_3_velocity_distribution,https://ayamel.byu.edu/course/350/content/2462/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/6_1_3bbnew.mp4,2462,98.6986,6,1,,,,velocity distribution,11/14/15,26,0,32,"10.1-10.2,10.11",0,,,1,Section 10.2,Effusion and the Kinetic Molecular Theory of Gases,10,Properties of Gasses: The Air We Breathe,Properties of Gasses,
